Track Name,Artist Name(s),Album Name,Album Artist Name(s),Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Loudness,Speechiness,Acousticness
Looking Through the Eyes of a Beautiful Girl,Autumn,Song to Raymondo,Autumn,1971,198533,FALSE,0,,0.675,0.92,-7.076,0.0315,0.436
Happy,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),Various Artists,18/06/2013,233305,FALSE,2,"dance pop,pop",0.652,0.757,-6.819,0.153,0.286
Drive,Incubus,Monuments And Melodies,Incubus,11/06/2009,232760,FALSE,0,"alternative metal,alternative rock,funk metal,funk rock,modern rock,nu metal,post-grunge,rock",0.645,0.835,-5.975,0.0372,0.0597
Wish You Were Here,Pink Floyd,Wish You Were Here,Pink Floyd,12/09/1975,334743,FALSE,73,"album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.481,0.262,-15.73,0.0414,0.735
Zorba's Dance - Radio Edit,LCD,Zorba's Dance,LCD,06/10/2008,179666,FALSE,28,,0.674,0.9,-6.701,0.0612,0.0595
Black Dog - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,Led Zeppelin,08/11/1971,294000,FALSE,0,"album rock,classic rock,hard rock,rock",0.432,0.848,-8.095,0.0878,0.274
Decode - Twilight Soundtrack Version,Paramore,Brand New Eyes,Paramore,22/09/2009,261959,FALSE,60,"candy pop,modern rock,pixie,pop,pop emo,pop punk,rock",0.282,0.866,-4.223,0.0588,0.000705
Go Away Little Girl,Steve Lawrence,Go Away Little Girl,Steve Lawrence,12/03/2014,136124,FALSE,1,"adult standards,easy listening",0.399,0.307,-15.324,0.0347,0.733
Three Times A Lady,Commodores,Natural High,Commodores,01/01/1978,398506,FALSE,52,"adult standards,disco,funk,mellow gold,motown,quiet storm,soft rock,soul",0.487,0.094,-19.555,0.0274,0.834
Country House,Blur,Blur: The Best Of,Blur,23/10/2000,237733,FALSE,51,"alternative rock,britpop,madchester,permanent wave,rock",0.341,0.895,-6.66,0.076,0.147
Ms. Jackson - Radio Mix,Outkast,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",Various Artists,24/06/2013,238826,FALSE,33,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop",0.831,0.827,-4.008,0.274,0.194
Never Forget You,"Zara Larsson, MNEK",So Good,Zara Larsson,17/03/2017,213427,FALSE,70,"pop,scandipop,swedish electropop,swedish pop,house,pop dance,uk contemporary r&b,uk dance,uk pop",0.583,0.732,-5.729,0.0459,0.00315
Highway to Hell,Back In Black,Back in Black,Back In Black,14/06/2012,207797,FALSE,32,britcore,0.463,0.874,-1.72,0.0923,0.00745
Wooden Heart,Elvis Presley,Elvis 30 #1 Hits,Elvis Presley,24/09/2002,121600,FALSE,42,"rock-and-roll,rockabilly",0.647,0.336,-8.517,0.0645,0.8
On the Rebound,Floyd Cramer,The Essential Floyd Cramer,Floyd Cramer,1995,127400,FALSE,16,"easy listening,honky-tonk piano,nashville sound",0.573,0.687,-11.829,0.034,0.29
Coalman,Ronnie Burns,This Is,Ronnie Burns,20/09/2019,172384,FALSE,10,beatlesque,0.488,0.908,-2.882,0.0533,0.0206
Survivor,Destiny's Child,Survivor,Destiny's Child,01/05/2001,254026,FALSE,68,"dance pop,girl group,pop,r&b,urban contemporary",0.514,0.911,-2.027,0.41,0.0559
Let Your Love Flow,The Bellamy Brothers,Bellamy Brothers,The Bellamy Brothers,01/07/1976,196826,FALSE,72,"classic country pop,country,country rock",0.596,0.897,-5.224,0.0402,0.0367
Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",11/01/2019,229184,FALSE,65,"dance pop,edm,electro house,house,pop,progressive house,uk dance,neo soul",0.807,0.887,-4.311,0.0361,0.016
Slow Hands,Niall Horan,Slow Hands,Niall Horan,04/05/2017,188174,FALSE,51,pop,0.735,0.423,-6.652,0.0459,0.011
Candle In The Wind 1997,Elton John,Candle In The Wind 1997 / Something About ...,Elton John,01/01/1997,250106,FALSE,54,"glam rock,mellow gold,piano rock,rock",0.45,0.311,-8.175,0.0314,0.977
I'm A Boy - Mono Version,The Who,Maximum As & Bs,The Who,27/10/2017,161440,FALSE,8,"album rock,british invasion,classic rock,hard rock,rock",0.469,0.78,-6.704,0.037,0.0163
Pretty Girls,"Britney Spears, Iggy Azalea",Pretty Girls,"Britney Spears, Iggy Azalea",04/05/2015,163960,FALSE,54,"dance pop,pop,australian hip hop,dance pop,pop",0.834,0.831,-6.061,0.0745,0.00799
One More Try - Remastered,George Michael,Faith,George Michael,30/10/1987,350666,FALSE,58,"new wave pop,soft rock",0.551,0.291,-12.544,0.0283,0.434
Little Talks,Of Monsters and Men,My Head Is An Animal,Of Monsters and Men,01/01/2012,266600,FALSE,78,"folk-pop,metropopolis,modern rock,stomp and holler",0.457,0.757,-5.177,0.032,0.0206
Casanova,Ultimate Kaos,Urban R&B Party - 20 R&B/Soul Grooves,Various Artists,22/01/2016,261040,FALSE,0,new jack swing,0.716,0.727,-5.801,0.0764,0.0363
Play Hard (feat. Ne-Yo & Akon) - New Edit,"David Guetta, Akon, Ne-Yo",Play Hard (feat. Ne-Yo & Akon) [New Edit],David Guetta,15/03/2013,208845,FALSE,61,"big room,dance pop,edm,pop,pop dance,dance pop,dance pop,pop,r&b,urban contemporary",0.723,0.87,-3.013,0.0435,0.035
Wings of a Dove,"Ferlin Husky, Hank Locklin",Country Greats,"Ferlin Husky, Hank Locklin",13/08/2013,142906,FALSE,27,"nashville sound,nashville sound",0.5,0.319,-15.735,0.039,0.497
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",Best Night of Your Life,David Guetta,31/05/2023,140017,FALSE,31,"big room,dance pop,edm,pop,pop dance,pop,new jersey underground rap,trap queen",0.602,0.91,-3.404,0.0308,0.00126
Ready 2 Go,"Martin Solveig, Kele",Smash,Martin Solveig,01/01/2011,264932,FALSE,17,"disco house,edm,electro house,filter house,house,pop dance,vocal house,new rave",0.545,0.866,-4.515,0.044,0.013
Passengers,Elton John,Breaking Hearts (Remastered),Elton John,09/07/1984,203253,FALSE,0,"glam rock,mellow gold,piano rock,rock",0.703,0.5,-12.776,0.0456,0.334
Fine Again,Seether,Disclaimer,Seether,01/01/2002,243640,FALSE,66,"alternative metal,nu metal,post-grunge,south african rock",0.442,0.855,-2.985,0.0288,0.00049
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,Bruno Mars,07/12/2012,213826,FALSE,88,"dance pop,pop",0.612,0.28,-8.648,0.0434,0.932
My Generation - Mono Version,The Who,The Who Sings My Generation - U.S. Version,The Who,01/04/1966,198866,FALSE,47,"album rock,british invasion,classic rock,hard rock,rock",0.299,0.787,-7.93,0.069,0.14
Dreams - 2004 Remaster,Van Halen,The Very Best of Van Halen (UK Release),Van Halen,14/05/2007,292333,FALSE,34,"album rock,classic rock,hard rock,rock",0.418,0.939,-3.061,0.0638,0.203
Burn For You,INXS,The Very Best,INXS,01/01/2011,297733,FALSE,0,"album rock,australian rock,dance rock,funk rock,new romantic,new wave,new wave pop,rock",0.796,0.746,-8.182,0.0397,0.23
Weightless,All Time Low,Nothing Personal (Deluxe Version),All Time Low,07/07/2009,198000,FALSE,0,"modern rock,neon pop punk,pop punk",0.497,0.923,-4.512,0.137,0.00282
The Hardest Thing,98º,98 Degrees And Rising,98º,01/01/1998,274600,FALSE,51,boy band,0.721,0.498,-7.43,0.0274,0.182
Dreams,"Jolyon Petch, Reigan",Dreams,"Jolyon Petch, Reigan",16/04/2021,198629,FALSE,49,"australian house,deep tropical house,australian pop",0.781,0.672,-5.913,0.0337,0.151
N Dey Say - Album Version / Explicit,Nelly,Suit,Nelly,14/09/2004,217080,TRUE,0,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary",0.866,0.771,-4.032,0.0385,0.232
Lean On Me,"Cheat Codes, Tinashe","HELLRAISERS, Part 1",Cheat Codes,07/05/2021,149856,FALSE,50,"edm,pop,pop dance,alternative r&b,dance pop,metropopolis,pop,r&b",0.686,0.738,-5.802,0.287,0.0703
Hook Me Up,The Veronicas,Hook Me Up,The Veronicas,30/10/2007,175906,FALSE,40,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.755,0.937,-3.04,0.0719,0.0425
From This Moment On - Pop On-Tour Version,Shania Twain,Greatest Hits,Shania Twain,01/01/2004,235106,FALSE,2,"canadian country,canadian pop,contemporary country,country,country dawn",0.459,0.505,-5.487,0.0266,0.42
Lights,Journey,The Essential Journey,Journey,16/10/2001,190666,FALSE,38,"album rock,classic rock,hard rock,mellow gold,rock,soft rock",0.188,0.61,-7.665,0.0453,0.0985
Leave Me Alone (Ruby Red Dress),Helen Reddy,Helen Reddy's Greatest Hits (And More),Helen Reddy,01/01/1987,207533,FALSE,28,"adult standards,bubblegum pop,mellow gold,soft rock",0.655,0.626,-11.386,0.0467,0.134
All I Hear,Kate Alexa,Broken & Beautiful,Kate Alexa,01/01/2006,207720,FALSE,0,,0.597,0.811,-4.278,0.034,0.00754
Somethin' Stupid,"Robbie Williams, Nicole Kidman",Swing When You're Winning,Robbie Williams,19/11/2001,170493,FALSE,65,"dance rock,europop,hollywood",0.654,0.515,-12.185,0.0261,0.429
The World I Used to Know,Jimmie Rodgers,Kisses Sweeter Than Wine,Jimmie Rodgers,16/03/2017,150080,FALSE,3,yodeling,0.388,0.277,-14.011,0.0464,0.978
Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,Simon & Garfunkel,26/01/1970,293120,FALSE,67,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,-13.888,0.0323,0.822
Swing The Mood,Jive Bunny and the Mastermixers,Jive Bunny And The Mastermixers The Biggest Party On The Planet,Jive Bunny and the Mastermixers,19/10/2009,259573,FALSE,49,novelty,0.865,0.512,-13.376,0.0521,0.049
Rise,"Jonas Blue, Jack & Jack",Rise,"Jonas Blue, Jack & Jack",25/05/2018,194407,FALSE,59,"pop,pop dance,tropical house,uk dance,pop,teen pop",0.69,0.784,-4.653,0.032,0.323
Think Twice,Céline Dion,The Colour Of My Love,Céline Dion,09/11/1993,288000,FALSE,60,canadian pop,0.547,0.397,-10.463,0.0271,0.387
Why Does It Always Rain on Me?,Travis,Singles,Travis,01/11/2004,264826,FALSE,0,britpop,0.453,0.559,-8.121,0.0283,0.0877
Sex On The Radio,Good Charlotte,Cardiology,Good Charlotte,01/01/2010,196586,FALSE,41,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge",0.548,0.815,-4.555,0.0662,0.0985
When the War Is Over,Cosima De Vito,When the War Is Over,Cosima De Vito,17/06/2012,228560,FALSE,6,australian pop,0.564,0.435,-5.549,0.0245,0.458
The Wild Boys,Duran Duran,Greatest,Duran Duran,09/11/1998,257600,FALSE,55,"album rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",0.741,0.837,-7.622,0.0638,0.404
Hide Away,Daya,Daya,Daya,27/11/2015,192381,FALSE,0,"alt z,pop",0.884,0.826,-3.672,0.0854,0.222
Been Waiting,Jessica Mauboy,Been Waiting,Jessica Mauboy,17/11/2008,228786,FALSE,42,"australian indigenous music,australian pop,australian talent show",0.677,0.684,-4.377,0.0428,0.149
Hooked On A Feeling,"Blue Swede, Björn Skifs",Hooked On A Feeling,"Blue Swede, Björn Skifs",01/04/1973,172866,FALSE,73,"classic swedish pop,classic swedish pop",0.547,0.82,-6.728,0.0805,0.261
Me And My Broken Heart,Rixton,Me And My Broken Heart,Rixton,01/01/2014,193826,FALSE,0,"post-teen pop,talent show,teen pop,viral pop",0.545,0.775,-4.325,0.0349,0.00636
The Beautiful People,Marilyn Manson,Lest We Forget (The Best Of) [International Version (Explicit)],Marilyn Manson,01/01/2004,222773,TRUE,0,"alternative metal,hard rock,industrial,industrial metal,industrial rock,nu metal,post-grunge,rock",0.61,0.948,-4.938,0.113,0.00404
Capital Letters,"Hailee Steinfeld, BloodPop®","Capital Letters [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]","Hailee Steinfeld, BloodPop®",12/01/2018,219386,FALSE,0,"pop,electropop",0.672,0.82,-5.473,0.0767,0.0342
Let's Get Married (feat. Run) - ReMarqable Remix,"Jagged Edge, RUN, Lamarquis Jefferson",The Hits,Jagged Edge,21/11/2006,249040,FALSE,55,"atl hip hop,contemporary r&b,r&b,urban contemporary",0.852,0.694,-6.765,0.0653,0.0121
Runaways,The Killers,Battle Born,The Killers,17/09/2012,243786,FALSE,58,"alternative rock,dance rock,modern rock,permanent wave,rock",0.409,0.837,-4.043,0.0406,0.00116
LoveGame,Lady Gaga,The Fame,Lady Gaga,01/01/2008,216333,FALSE,71,"art pop,dance pop,pop",0.894,0.678,-5.611,0.0523,0.00569
When I'm Sixty Four - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),The Beatles,01/06/1967,157666,FALSE,61,"british invasion,classic rock,merseybeat,psychedelic rock,rock",0.704,0.241,-13.258,0.0476,0.625
YOU'RE GONNA LOVE THIS,3OH!3,OMENS,3OH!3,14/06/2013,211700,FALSE,24,"dance pop,electropowerpop,pop punk,pop rap,post-teen pop",0.664,0.876,-4.179,0.185,0.122
You Were Meant For Me,Jewel,Pieces Of You,Jewel,1995,254480,FALSE,0,"alaska indie,ectofolk,lilith,permanent wave,pop rock,singer-songwriter",0.582,0.33,-7.928,0.0347,0.791
Money For Nothing,Dire Straits,The Best of Dire Straits & Mark Knopfler - Private Investigations (Limited Edition),"Mark Knopfler, Dire Straits",07/11/2005,504200,FALSE,0,"album rock,classic rock,mellow gold,rock",0.644,0.776,-6.803,0.0376,0.037
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree (Deluxe Edition Remastered),U2,10/03/1987,277480,FALSE,0,"irish rock,permanent wave,rock",0.565,0.764,-9.43,0.0351,0.0139
Love Me Harder,"Ariana Grande, The Weeknd",My Everything (Deluxe),Ariana Grande,22/08/2014,236133,FALSE,0,"pop,canadian contemporary r&b,canadian pop,pop",0.472,0.714,-4.389,0.0334,0.00937
NYC Beat,Armand Van Helden,NYC Beat,Armand Van Helden,27/05/2007,197373,FALSE,32,"big beat,classic house,deep house,disco house,filter house,house,speed garage,uk dance,vocal house",0.74,0.915,-4.838,0.0526,0.000462
Killer Queen - Remastered 2011,Queen,Sheer Heart Attack (2011 Remaster),Queen,08/11/1974,179600,FALSE,0,"classic rock,glam rock,rock",0.535,0.651,-6.326,0.0544,0.391
Down With The Trumpets,Rizzle Kicks,Stereo Typical,Rizzle Kicks,01/01/2011,186851,FALSE,0,uk hip hop,0.754,0.877,-4.59,0.079,0.0876
Boyfriend,Mabel,Boyfriend,Mabel,26/02/2020,225266,FALSE,43,"pop,uk pop",0.799,0.847,-3.022,0.0541,0.0597
White Horse,Taylor Swift,Fearless,Taylor Swift,11/11/2008,234426,FALSE,47,pop,0.578,0.34,-8.027,0.0264,0.305
Sunday Morning,Maroon 5,Songs About Jane: 10th Anniversary Edition,Maroon 5,05/06/2012,244880,FALSE,0,pop,0.609,0.779,-5.213,0.0519,0.0748
Demons,Imagine Dragons,Night Visions,Imagine Dragons,04/09/2012,175200,FALSE,73,"modern rock,pop,rock",0.5,0.71,-3.015,0.0339,0.19
If I Were a Carpenter,Swanee,Heart & Soul,Swanee,18/10/1983,213906,FALSE,0,australian rock,0.516,0.792,-5.388,0.0339,0.0906
Percolator (Twist),Billy Joe & The Checkmates,Lights Out The Dore Records Story 1958-1962,Various Artists,01/07/2015,133041,FALSE,1,,0.701,0.53,-10.681,0.0976,0.729
If You Don't Know Me by Now - 2008 Remaster,Simply Red,A New Flame (Expanded Version),Simply Red,1989,204000,FALSE,70,"british soul,new romantic,new wave,new wave pop,soft rock,sophisti-pop",0.638,0.352,-9.266,0.0268,0.492
Cleanin' Out My Closet,Eminem,The Eminem Show,Eminem,26/05/2002,297933,TRUE,0,"detroit hip hop,hip hop,rap",0.908,0.762,-4.773,0.153,0.0658
September Song,JP Cooper,Raised Under Grey Skies (Deluxe),JP Cooper,06/10/2017,220290,FALSE,0,uk pop,0.622,0.609,-6.702,0.038,0.0455
Not Fair,Lily Allen,"It's Not Me, It's You (Special Edition)",Lily Allen,02/12/2008,202546,TRUE,58,"dance pop,electropop,neo mellow",0.718,0.806,-9.191,0.0376,0.052
Can You Feel,Taxiride,Imaginate,Taxiride,18/10/1999,197626,FALSE,19,"australian pop,australian rock",0.608,0.727,-7.164,0.03,0.0017
Ride Wit Me,"Nelly, City Spud",Country Grammar,Nelly,27/06/2000,291781,TRUE,0,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary",0.854,0.692,-6.625,0.0479,0.0668
Georgy Girl,The Seekers,The Seekers,The Seekers,30/01/1989,140440,FALSE,51,british invasion,0.515,0.496,-7.446,0.0324,0.265
The Pushbike Song,The Mixtures,In the Summertime,The Mixtures,1970,150933,FALSE,0,,0.622,0.498,-12.957,0.15,0.272
"Closer - Original Song from the TV Series ""The Secret Daughter""",Jessica Mauboy,The Secret Daughter (Songs from the Original TV Series),Jessica Mauboy,2016,215667,FALSE,0,"australian indigenous music,australian pop,australian talent show",0.549,0.654,-5.542,0.0359,0.107
Valerie (feat. Amy Winehouse) - Version Revisited,"Mark Ronson, Amy Winehouse",Version Digital Edition,Mark Ronson,22/06/2007,219413,FALSE,45,"pop soul,british soul,neo soul",0.699,0.83,-4.898,0.0633,0.00243
True Tears Of Joy,Hunters & Collectors,Cut,Hunters & Collectors,1992,273480,FALSE,0,australian rock,0.643,0.771,-5.652,0.0351,0.0979
Love and Kisses,Dannii,The Singles,Dannii,1998,224506,FALSE,0,,0.785,0.644,-15.407,0.0457,0.00772
Blue Eyes,Cary Brothers,Who You Are,Cary Brothers,29/05/2007,259306,FALSE,0,"acoustic pop,la indie",0.635,0.398,-7.893,0.0262,0.282
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,"Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,07/01/2015,252538,FALSE,0,"indietronica,metropopolis,pop,uk pop",0.258,0.631,-6.617,0.0541,0.281
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",Title (Deluxe),Meghan Trainor,09/01/2015,225053,FALSE,79,"hip pop,pop,neo soul,pop,pop soul,urban contemporary",0.63,0.53,-7.259,0.0434,0.4
It's Not Easy - 2015 Remaster,Normie Rowe,Frenzy! The 50th Anniversary Collection,Normie Rowe,05/06/2015,189120,FALSE,9,,0.328,0.595,-7.417,0.0309,0.487
Halo,Beyoncé,I AM...SASHA FIERCE,Beyoncé,17/11/2008,261640,FALSE,71,"pop,r&b",0.508,0.72,-5.908,0.0628,0.272
Wake Me Up Before You Go-Go,Wham!,Make It Big,Wham!,23/10/1984,231333,FALSE,80,"new romantic,new wave,new wave pop,soft rock",0.62,0.573,-11.893,0.0423,0.271
Goodbye My Lover,James Blunt,Back to Bedlam,James Blunt,04/10/2005,258653,FALSE,54,neo mellow,0.432,0.261,-12.591,0.0512,0.953
Harleys In Hawaii,Katy Perry,Harleys In Hawaii,Katy Perry,16/10/2019,185815,FALSE,67,pop,0.722,0.756,-6.207,0.132,0.183
Spice Up Your Life,Spice Girls,Spiceworld,Spice Girls,01/01/1997,173666,FALSE,64,"dance pop,girl group,pop",0.555,0.993,-5.067,0.0462,0.0106
Roam,The B-52's,Cosmic Thing,The B-52's,23/06/1989,295133,FALSE,56,"album rock,classic rock,dance rock,new romantic,new wave,new wave pop,permanent wave,post-punk,rock,zolo",0.636,0.939,-5.551,0.0837,0.0485
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,Fall Out Boy,01/01/2007,203506,FALSE,78,"emo,modern rock,pop,rock",0.46,0.892,-5.046,0.0619,0.0051
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,The Goo Goo Dolls,06/11/2007,289906,FALSE,71,"neo mellow,permanent wave,pop rock,post-grunge",0.291,0.79,-5.683,0.0363,0.00133
Stand By Me,Ben E. King,Don't Play That Song (Mono),Ben E. King,20/08/1962,180055,FALSE,75,"rock-and-roll,soul",0.65,0.306,-9.443,0.0393,0.57
I Love Me,Demi Lovato,I Love Me,Demi Lovato,06/03/2020,203672,FALSE,35,"pop,post-teen pop",0.661,0.554,-7.032,0.0543,0.00242
Everlasting Love,Love Affair,The Everlasting Love Affair,Love Affair,04/03/1968,182666,FALSE,55,"classic uk pop,merseybeat,rock-and-roll",0.497,0.569,-10.632,0.0386,0.266
Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",Moth To A Flame,"Swedish House Mafia, The Weeknd",22/10/2021,234000,FALSE,14,"edm,pop dance,progressive electro house,canadian contemporary r&b,canadian pop,pop",0.542,0.659,-7.289,0.0389,0.00279
French Kissin In The U.S.A.,Debbie Harry,Once More Into The Bleach,"Blondie, Debbie Harry",1988,314133,FALSE,0,new wave pop,0.63,0.612,-12.3,0.0306,0.281
Lifestyle (feat. Adam Levine),"Jason Derulo, Adam Levine",Lifestyle (feat. Adam Levine),"Jason Derulo, Adam Levine",21/01/2021,153865,TRUE,54,"dance pop,pop,deep talent show",0.749,0.674,-5.128,0.0366,0.0209
Midnight Run,Example,#hits,Example,01/01/2012,240627,FALSE,15,"hip house,uk dance",0.536,0.863,-3.607,0.0982,0.156
Obsession,Animotion,True 80's Love,Various Artists,01/01/2008,234506,FALSE,0,"new romantic,new wave pop,synthpop",0.724,0.66,-9.228,0.138,0.00459
I'm Gonna Knock on Your Door,Eddie Hodges,Hit Singles - EP,Eddie Hodges,20/04/2010,126266,FALSE,0,deep adult standards,0.767,0.87,-6.756,0.034,0.814
Shine,Vanessa Amorosi,The Power (15 Year Anniversary Re-Issue),Vanessa Amorosi,03/04/2004,234733,FALSE,31,"australian dance,australian pop,australian rock",0.488,0.721,-6.62,0.036,0.63
Hey Jealousy,Gin Blossoms,New Miserable Experience,Gin Blossoms,01/01/1992,236626,FALSE,62,"permanent wave,pop rock,post-grunge,tempe indie",0.471,0.797,-8.407,0.0389,0.000179
Genie in a Bottle,Christina Aguilera,Christina Aguilera,Christina Aguilera,15/07/1999,217133,FALSE,0,"dance pop,pop",0.633,0.792,-6.968,0.149,0.185
We Can Get Together,Flowers,Icehouse (30th Anniversary Edition),Flowers,06/09/1982,226973,FALSE,44,australian rock,0.656,0.843,-6.594,0.113,0.000264
I Wanna Know (feat. Bea Miller),"NOTD, Bea Miller",I Wanna Know (feat. Bea Miller),"NOTD, Bea Miller",16/03/2018,197938,FALSE,61,"alt z,electropop,pop dance,pop edm,alt z,pop,talent show",0.661,0.725,-4.859,0.0563,0.0253
Remedy,Adele,25,Adele,20/11/2015,245426,FALSE,0,"british soul,pop,pop soul,uk pop",0.403,0.3,-6.475,0.0427,0.894
Good Times Roll,The Cars,The Cars,The Cars,06/06/1978,225853,FALSE,62,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop",0.607,0.662,-9.456,0.0278,0.0951
Jet - 2010 Remaster,"Paul McCartney, Wings",Band On The Run (Standard),"Paul McCartney, Wings",05/12/1973,248360,FALSE,57,"classic rock,mellow gold,rock,soft rock,album rock,art rock,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock",0.503,0.739,-7.265,0.0316,0.018
BIG LOVE,Black Eyed Peas,BIG LOVE,Black Eyed Peas,12/09/2018,277173,FALSE,0,"dance pop,pop,pop rap",0.759,0.455,-10.319,0.0457,0.0488
You'll Never Find Another Love Like Mine,Lou Rawls,All Things In Time,Lou Rawls,1976,266200,FALSE,61,"classic soul,disco,motown,philly soul,quiet storm,soul,soul blues",0.691,0.718,-8.457,0.0317,0.148
Tongue Tied,GROUPLOVE,Never Trust a Happy Song,GROUPLOVE,02/09/2011,218013,FALSE,76,"indie rock,la indie,modern alternative rock,modern rock,pov: indie",0.56,0.936,-5.835,0.0439,0.00847
Got My Mind Set On You - Extended Version,George Harrison,Cloud Nine,George Harrison,02/11/1987,317289,FALSE,0,"album rock,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock",0.797,0.814,-7.229,0.0382,0.426
Elusive Butterfly,Bob Lind,Best Of,Bob Lind,01/01/1993,168533,FALSE,38,psychedelic folk rock,0.577,0.621,-8.217,0.0262,0.099
The Kids Aren't Alright,The Offspring,Americana,The Offspring,16/11/1998,179600,FALSE,0,"alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk",0.522,0.945,-4.196,0.0337,0.00599
UNHEALTHY (feat. Shania Twain),"Anne-Marie, Shania Twain",UNHEALTHY (feat. Shania Twain),"Anne-Marie, Shania Twain",18/05/2023,149653,FALSE,62,"pop,canadian country,canadian pop,contemporary country,country,country dawn",0.621,0.66,-6.208,0.0366,0.00526
Set It Off,Timomatic,Timomatic,Timomatic,24/08/2012,198733,FALSE,39,"australian pop,australian talent show",0.691,0.889,-2.25,0.0558,0.0012
Stuck on You,Elvis Presley,The 50 Greatest Hits,Elvis Presley,18/11/2000,139666,FALSE,0,"rock-and-roll,rockabilly",0.669,0.528,-11.462,0.0381,0.786
Perfect,One Direction,Made In The A.M. - Deluxe Edition,One Direction,13/11/2015,230333,FALSE,79,"boy band,pop,post-teen pop,talent show",0.648,0.822,-5.231,0.0749,0.0598
All We Ever Do Is Say Goodbye,John Mayer,Battle Studies,John Mayer,13/11/2009,275266,FALSE,47,"neo mellow,singer-songwriter",0.559,0.51,-8.294,0.0247,0.288
Hello Walls,Faron Young,The Complete Capitol Hits Of Faron Young,Faron Young,01/01/2000,146840,FALSE,52,"classic country pop,honky tonk,traditional country,western swing",0.62,0.406,-10.421,0.0281,0.722
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",Dangerously In Love,Beyoncé,24/06/2003,236133,FALSE,77,"pop,r&b,east coast hip hop,gangster rap,hip hop,pop rap,rap",0.646,0.77,-6.596,0.226,0.00249
Bony Moronie,Hush,The Best of,Hush,1974,191293,FALSE,26,,0.258,0.899,-5.91,0.0615,0.0109
It's Too Late,Carole King,Tapestry,Carole King,1971,233173,FALSE,70,"brill building pop,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock",0.45,0.442,-12.718,0.0353,0.493
